1192267389,harry potter and the philosopher's stone,J. K. Rowling,5,120000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
1441088409,harry potter and chamber of secrets,J. K. Rowling,7,220000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
886230839,harry potter and Prisoner of Azkaban,J. K. Rowling,14,250000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
881516846,harry potter and Goblet of Fire,J. K. Rowling,6,280000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
920695372,harry potter and Order of the Phoenix,J. K. Rowling,6,340000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
974853923,harry potter and Half-Blood Prince,J. K. Rowling,5,420000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
872237721,harry potter and Deathly Hallows 1,J. K. Rowling,5,520000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
1104834447,harry potter and Deathly Hallows 2,J. K. Rowling,11,620000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
1183751193,Lord of the rings,J. R. R. Tolkien,5,368000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
1274808977,The Godfather,Morio Puzo,5,300000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
1506592427,Les Miserables,Victor Hugo,6,420000.0,2022-07-08T03:41:10.769319300Z,2022-07-11T07:37:46.198130700Z
